MainID,St_name,Dist,DistName,StartTime,EndTime,Side,from,to,miles,section,oneway,week1,week2,week3,week4,week5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,everyday,yearround,northendpilot,timestamp,parent,losta,hista
1,Ackley Pl,2,Jamaica Plain,08:00,12:00,Even,Washington St,Dead End,4.54545454545455E-02,,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,6/26/2018 9:43:55 AM,ACKLE1,0,240
2,Arcadia Park,3,North Dorchester,08:00,12:00,Even,Draper St,Ditson St,8.35227272727273E-02,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,6/19/2014 9:15:28 AM,ARCAD1,0,441
3,Ashcroft St,2,Jamaica Plain,08:00,12:00,Odd,Perkins St,Moraine St,0.101515151515152,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ASHCR1,0,536
4,Boylston St,1B,Back Bay,00:01,07:00,,Tremont St,Charles St,0.151893939393939,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,BOYLS6,525,1327
5,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Walnut St,Charles St,0.200757575757576,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,2/14/2012 8:36:32 AM,CHEST10,0,1060
6,Blackwood St,1B,Back Bay,08:00,12:00,Even,St Botolph St,Dead End,5.17045454545455E-02,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,BLACK4,0,273
7,Bucknam St,10M,Mission Hill,12:00,16:00,Odd,Lawn St,Fisher Ave,8.03030303030303E-02,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9/24/2018 1:15:05 PM,BUCKN1,0,424
8,Acadia St,5,South Boston,09:00,13:00,Even,East First St,East Second St,5.68181818181818E-02,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,ACADI1,0,300
9,Acadia St,5,South Boston,09:00,13:00,Odd,East First St,East Second St,5.68181818181818E-02,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,ACADI1,0,300
10,Allston St,7,South Dorchester,12:00,16:00,Odd,Centre St,Melville Ave,0.195454545454545,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ALLST3,0,1032
12,Abbotsford St,10R,Roxbury,08:00,12:00,Odd,Walnut Ave,Harold St,0.121022727272727,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,ABBOT1,0,639
13,Brooks St,9,East Boston,12:00,16:00,Even,Cheslea St,Princeton St,0.20928,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4/7/2015 3:16:28 PM,BROOK12,222,1327
15,Bullard St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Bowdoin Ave,0.19905303030303,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6/13/2013 4:07:42 PM,BULLA1,0,1051
16,Centre St,7,South Dorchester,08:00,12:00,Even,Talbot Ave,Dorchester Ave,0.540530303030303,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,CENTR7,0,2854
17,Appleton St,1S,South End,12:00,16:00,Odd,Tremont St,West Canton St,0.39375,,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,2/14/2012 8:36:32 AM,APPLE1,0,2079
18,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Lamartine St,Washington St,0.351515151515152,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BOYLS2,2084,3940
19,Ames St,7,South Dorchester,08:00,12:00,Odd,Westview St,Dead End,0.304166666666667,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,AMES 1,0,1606
20,Caryll St,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.170454545454545,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CARYL1,0,900
22,Braemore Rd,4,Allston/Brighton,12:00,16:00,Odd,Commonwealth Ave,Chiswick Rd,9.43181818181818E-02,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BRAEM1,0,498
23,Chatham St,1F,Downtown,00:01,07:00,,Merchants Row,Commercial St,0.104734848484848,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,CHATH1,0,553
24,Bismarck St,2,Jamaica Plain,08:00,12:00,Even,Boylston St,Porter St,3.78787878787879E-02,,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BISMA1,0,200
25,Chestnut Ave,2,Jamaica Plain,12:00,16:00,Even,Centre St,Mozart St,0.235037878787879,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,4/11/2017 11:41:32 AM,CHEST5,0,1241
26,Central St,1F,Downtown,00:01,07:00,,India St,Dead End,7.95454545454545E-02,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,CENTR2,176,596
27,Bradeen St,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.184848484848485,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRADE1,0,976
28,Amory St,10R,Roxbury,08:00,12:00,Even,Dimock St,School St,0.192992424242424,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,10/7/2016 12:50:50 PM,AMORY2,900,1919
29,Chiswick Rd,4,Allston/Brighton,08:00,12:00,Even,Chestnut Hill Ave,Dead End,0.14375,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,6/17/2024 12:14:34 PM,CHISW1,2324,3083
30,Bunker Hill St,1C,Charlestown,08:00,12:00,Even,Moulton St,Medford St,0.908522727,,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,4/1/2014 9:11:27 AM,BUNKE1,364,5161
31,Bluefield Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.111742424242424,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BLUEF1,0,590
32,Ceylon St,3,North Dorchester,12:00,16:00,Even,Quincy St,Columbia Rd,0.176893939393939,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/29/2012 10:06:53 AM,CEYLO1,429,1363
33,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Charles St,David G Mugar Way,0.162689393939394,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2/14/2012 8:36:32 AM,CHEST10,1060,1919
34,Bennett St,4,Allston/Brighton,12:00,16:00,Odd,Market St,South Hobbart St,0.302083333333333,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BENNE1,0,1595
35,Brunswick St,3,North Dorchester,12:00,16:00,Odd,Blue Hill Ave,Normandy St,0.127272727272727,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6/13/2013 3:58:10 PM,BRUNS1,815,1487
36,Bremen St,9,East Boston,12:00,16:00,Even,Sumner St,Porter St,0.346969696969697,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BREME1,0,1832
37,Charles St,3,North Dorchester,08:00,12:00,Even,Dorchester Ave,Geneva Ave,0.273674242424242,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,6/13/2013 3:26:45 PM,CHARL9,0,1445
38,Charles St,3,North Dorchester,08:00,12:00,Odd,Dorchester Ave,Geneva Ave,0.273674242424242,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6/13/2013 3:26:36 PM,CHARL9,0,1445
39,Abbotsford St,10R,Roxbury,08:00,12:00,Even,Walnut Ave,Harold St,0.121022727272727,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,ABBOT1,0,639
40,Anderson St,1H,Beacon Hill,08:00,12:00,Odd,Cambridge St,Myrtle St,0.125189393939394,,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,3/31/2014 8:06:59 PM,ANDER1,0,661
41,Clearwater Dr,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.235416666666667,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CLEAR1,0,1243
42,Bluefield Ter,7,South Dorchester,12:00,16:00,Odd,Gladeside Ave,Ridgeview Ave,0.111742424242424,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BLUEF1,0,590
43,Beaver St,1H,Beacon Hill,08:00,12:00,Odd,Beacon St,Beaver Pl,3.73106060606061E-02,,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,4/2/2014 1:29:13 PM,BEAVE3,0,197
44,Arlington Ave,1C,Charlestown,08:00,12:00,Even,Alford St,Somerville Town Line,0.189772727272727,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,ARLIN2,0,1002
45,Bedford St,1T,Chinatown,00:01,07:00,,Chauncy St,Summer St,0.143181818181818,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,BEDFO1,0,756
46,Charlame St,10R,Roxbury,12:00,16:00,Odd,Laurel St,Dead End,0.118181818181818,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2/29/2012 10:06:53 AM,CHARL2,0,624
47,Belvidere St,1B,Back Bay,12:00,16:00,Even,Massachusetts Ave,Dalton St,0.152462121212121,,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,7/25/2022 8:40:39 AM,BELVI1,0,805
48,Bennett St,4,Allston/Brighton,08:00,12:00,Odd,Market St,Oakland St,0.411174242424242,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BENNE1,0,2171
49,Charles St,M,Multiple,02:00,07:00,Odd,Boylston St,Nashua St,1.08844696969697,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,4/11/2016 10:13:58 AM,CHARL10,0,5747
50,Calumet St,10M,Mission Hill,12:00,16:00,Odd,Tremont St,Parker Hill Ave,0.566856060606061,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10/14/2022 3:24:17 PM,CALUM1,0,2993
51,Atlantic Ave,1F,Downtown,00:01,07:00,,State St,Milk St,6.04166666666667E-02,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,ATLAN1,1756,2075
52,Boylston St,1B,Back Bay,00:01,07:00,Odd,Arlington St,Hereford St,0.794886363636364,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/14/2012 8:36:32 AM,BOYLS6,2219,6416
53,Chelsea St,9,East Boston,08:00,12:00,Odd,Porter St,Prescott St,0.491287878787879,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4/7/2015 3:19:33 PM,CHELS1,1323,3917
54,Aspinwall Rd,7,South Dorchester,12:00,16:00,Odd,Washington St,Talbot Ave,0.183712121212121,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ASPIN1,0,970
55,Carson St,3,North Dorchester,08:00,12:00,Even,Crescent Ave,Sydney St,0.113825757575758,,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,CARSO1,0,601
56,Blakeville St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Olney St,0.123484848484848,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6/13/2013 3:47:35 PM,BLAKE3,0,652
57,Cambria St,1B,Back Bay,00:01,07:00,,Boylston St,Dead End,0.102462121212121,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,CAMBR1,0,541
58,A St,5,South Boston,09:00,13:00,Even,Melcher St,Congress St,0.103030303030303,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,3/23/2018 1:30:42 PM,A ST 1,3763,4307
59,Chelsea St,9,East Boston,12:00,16:00,Even,Maverick St,Porter St,0.250568181818182,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,4/6/2015 9:58:13 AM,CHELS1,0,1323
60,Alaska St,10R,Roxbury,08:00,12:00,Odd,Perrin St,Blue Hill Ave,0.111931818181818,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ALASK1,0,591
61,Blue Hill Ave,10R,Roxbury,00:01,07:00,,Dudley St,Blue Hill Ave,1.17973484848485,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,BLUE 3,0,6229
62,Adams St,1C,Charlestown,08:00,12:00,Odd,Winthrop St,Lowney Way,0.122159090909091,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ADAMS9,0,645
63,Charlesgate East,99,DCR,12:00,15:00,,Dead End,Back St,2.02651515151515E-02,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2/29/2012 10:06:53 AM,CHARL21,0,107
64,Calumet St,10M,Mission Hill,12:00,16:00,Even,Tremont St,Parker Hill Ave,0.566856060606061,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,7/20/2015 3:01:54 PM,CALUM1,0,2993
65,Arborcrest Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,9.22348484848485E-02,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,ARBOR1,0,487
66,Castle Rock St,3,North Dorchester,12:00,16:00,Even,Grampian Way,Caspian Way,7.40530303030303E-02,,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,6/13/2013 4:20:22 PM,CASTL2,0,391
67,Armstrong St,2,Jamaica Plain,12:00,16:00,Odd,Chestnut Ave,Mozart St,0.104924242424242,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,7/11/2017 11:17:27 AM,ARMST1,0,554
68,Chaucer St,9,East Boston,12:00,16:00,Odd,Curtis St,Moore St,0.112689393939394,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,CHAUC1,0,595
69,Bloomfield St,3,North Dorchester,12:00,16:00,Even,Geneva Ave,Greenbrier St,0.303219696969697,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BLOOM1,0,1601
70,Carlos St,7,South Dorchester,08:00,12:00,Even,Woodrow Ave,Callender St,6.53409090909091E-02,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,CARLO1,0,345
71,Adams St,7,South Dorchester,08:00,12:00,Odd,Dorchester Ave,Park St,0.173863636363636,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,ADAMS1,2982,3900
72,Brighton St,1C,Charlestown,08:00,12:00,Odd,Dead End,Caldwell St,3.76893939393939E-02,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRIGH5,0,199
73,Columbus Ave,M,Multiple,05:00,07:00,Odd,Tremont St,Boylston St,0.19034090909,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3/31/2017 3:09:05 PM,BERKE1,1370,2375
74,Berkeley St,1B,Back Bay,12:00,16:00,Even,Tremont St,Columbus Ave,0.259469696969697,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,9/8/2017 9:00:14 AM,BERKE1,0,1370
75,Chilcott Pl,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,9.52651515151515E-02,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,4/12/2017 2:49:58 PM,CHILC1,0,503
76,Caspian Way,3,North Dorchester,12:00,16:00,Odd,Castle Rock St,Dead End,0.059469696969697,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CASPI1,225,539
77,Adams St,3,North Dorchester,08:00,12:00,Odd,Bowdoin St,Leedsville St,0.304545454545455,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,ADAMS1,195,1803
78,Ashmont St,7,South Dorchester,08:00,12:00,Even,Dorchester Ave,Adams St,0.492424242424242,,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ASHMO3,1897,4497
79,Alpha Rd,7,South Dorchester,08:00,12:00,Odd,Waldeck St,Park St,0.182954545454545,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ALPHA1,0,966
80,Cambridge St,1F,Downtown,00:01,07:00,Odd Side Median,Tremont St,Charles St,0.608901515151515,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,CAMBR6,0,3215
81,Circuit St,10R,Roxbury,12:00,16:00,Odd,Walnut Ave,Washington St,0.349621212121212,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2/29/2012 10:06:53 AM,CIRCU1,0,1846
82,Brook Marshall Rd,10R,Roxbury,08:00,12:00,Odd,Raynor Cir,Sojourner Truth Ct,0.09375,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/29/2012 10:06:53 AM,BROOK4,273,768
83,Cherokee St,10M,Mission Hill,12:00,16:00,Even,Hillside St,Pontiac St,0.12405303030303,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,4/23/2015 9:47:34 AM,CHERO1,0,655
84,Brainerd Rd,4,Allston/Brighton,08:00,12:00,Odd,Gorham St,Kelton St,0.221590909090909,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRAIN2,690,1860
85,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Centre St,Lamartine St,0.39469696969697,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BOYLS2,0,2084
86,Carter St,1C,Charlestown,08:00,12:00,Odd,Cambridge St,Roland St,4.03409090909091E-02,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CARTE1,0,213
87,Bradeen St,2,Jamaica Plain,12:00,16:00,Even,Washington St,Dead End,0.184848484848485,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRADE1,0,976
88,Belmont St,1C,Charlestown,08:00,12:00,Even,Bunker Hill St,Medford St,0.121780303030303,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BELMO1,0,643
89,Aspen St,10R,Roxbury,08:00,12:00,Odd,Montrose St,Copeland St,0.06875,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,ASPEN1,0,363
90,Chappie St,1C,Charlestown,08:00,12:00,Odd,Bunker Hill St,Medford St,0.105871212121212,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CHAPP1,0,559
91,Causeway St,1W,West End,00:01,07:00,,Merrimac St,North Washington St,0.328409090909091,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,CAUSE1,0,1734
92,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Odd,Chestnut Hill Ave,Dead End,0.14375,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,CHISW1,2324,3083
93,Charles Street South,1B,Back Bay,00:01,07:00,Even,Tremont St,Boylston St,0.265909090909091,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/14/2012 8:36:32 AM,CHARL11,0,1404
94,Bexley Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Florence St,0.158143939393939,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BEXLE1,0,835
95,Clarendon St,1B,Back Bay,06:00,08:00,Even,Commonwealth Ave,Beacon St,0.143181818181818,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,CLARE5,3271,4027
96,Bruce St,7,South Dorchester,08:00,12:00,Odd,Ashmont St,Wrentham St,0.1,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BRUCE1,0,528
97,Briarcliff Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,9.33712121212121E-02,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRIAR1,0,493
98,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Odd,Harvard Ave,Harvard Ave,0,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRAIN2,0,0
99,Ardee St,9,East Boston,08:00,12:00,Odd,Everett St,Maverick St,4.71590909090909E-02,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,ARDEE1,0,249
100,Cameron St,3,North Dorchester,08:00,12:00,Odd,Hancock St,Dead End,0.104734848484848,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CAMER1,0,553
101,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Even,Englewood Ave,Commonwealth Ave,0.24356060606,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,6/17/2024 12:18:16 PM,CHISW1,0,1286
102,Bond St,1S,South End,08:00,12:00,Even,Milford St,Hanson St,4.16666666666667E-02,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2/14/2012 8:36:32 AM,BOND 1,0,220
104,Blue Hill Ave,7,South Dorchester,00:00,07:00,Median,Morton St,River St,1.15416666666667,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,4/11/2016 10:23:14 AM,BLUE 1,9549,15643
105,Clementine Park,7,South Dorchester,08:00,12:00,Odd,Centre St,Dayton St,0.084469696969697,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,CLEME2,0,446
106,Cedar St,7,South Dorchester,12:00,16:00,Odd,River St,Temple St,0.19469696969697,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CEDAR3,0,1028
107,Durham St,1B,Back Bay,08:00,12:00,Odd,St Botolph St,Dead End,5.01893939393939E-02,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,DURHA1,0,265
108,Bunker Hill St,1C,Charlestown,08:00,12:00,Odd,Lowney Way,Medford St,0.977462121212121,,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BUNKE1,0,5161
109,Bowdoin Ave,3,North Dorchester,12:00,16:00,Odd,Eldon St,Nottingham St,0.309280303030303,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4/1/2015 2:54:37 PM,BOWDO1,0,1633
110,Circuit St,10R,Roxbury,12:00,16:00,Even,Walnut Ave,Washington St,0.349621212121212,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,2/29/2012 10:06:53 AM,CIRCU1,0,1846
111,Brookledge St,10R,Roxbury,08:00,12:00,Even,Humboldt Ave,Elm Hill Ave,0.222537878787879,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,BROOK8,0,1175
112,Bolton St,5,South Boston,09:00,13:00,Both,D St,Dorchester St,0.359848484848485,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,BOLTO1,1104,3004
113,Chester St,4,Allston/Brighton,08:00,12:00,Odd,Brighton Av,Ashford St,0.141287878787879,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,CHEST1,672,1418
114,Bird St,3,North Dorchester,12:00,16:00,Odd,Columbia Rd,Dead End,0.22121212,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4/2/2014 12:12:33 PM,BIRD 1,426,1594
115,Atkinson St,3,North Dorchester,00:01,07:00,,Southampton St,Topeka St,0.227083333333333,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2/29/2012 10:06:53 AM,ATKIN2,0,1199
116,Bynner St,2,Jamaica Plain,12:00,16:00,Even,Creighton St,South Huntington Ave,0.214393939393939,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,5/31/2016 10:48:25 AM,BYNNE1,0,1132
117,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Even,Harvard Ave,Gorham St,0.130681818181818,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BRAIN2,0,690
118,Chase St,3,North Dorchester,12:00,16:00,Odd,Willis St,East Cottage St,6.34469696969697E-02,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,CHASE1,0,335
119,Blakeville St,3,North Dorchester,12:00,16:00,Even,Bowdoin St,Olney St,0.123484848484848,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,6/13/2013 3:47:28 PM,BLAKE3,0,652
120,Caddy Rd,7,South Dorchester,12:00,16:00,Even,Sanford St,Monson St,7.93560606060606E-02,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CADDY1,0,419
121,Bentham Rd,3,North Dorchester,08:00,12:00,Odd,Draper St,Mount Ida Rd,5.60606060606061E-02,,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,BENTH1,0,296
122,Bennett St,4,Allston/Brighton,08:00,12:00,Even,Market St,Oakland St,0.411174242424242,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BENNE1,0,2171
123,Ashton St,7,South Dorchester,08:00,12:00,Even,Callender St,Woodrow Ave,0.207954545454545,,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,ASHTO1,0,1098
124,Clifford St,10R,Roxbury,08:00,12:00,Even,Warren St,Blue Hill Ave,0.23125,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,11/15/2016 9:24:56 AM,CLIFF2,0,1221
125,Boston St,5,South Boston,09:00,13:00,Odd,Dorchester Ave,Songin Father Anthony Way,0.105681818181818,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3/15/2019 9:16:45 AM,BOSTO1,0,558
126,Brent St,7,South Dorchester,08:00,12:00,Even,Washington St,Melbourne St,0.298106060606061,,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BRENT1,0,1574
127,Brackett St,4,Allston/Brighton,08:00,12:00,Even,Washington St,Faneuil St,0.122916666666667,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,2/14/2012 8:36:32 AM,BRACK1,0,649
128,Clarkson St,3,North Dorchester,08:00,12:00,Even,Hendry St,Quincy St,6.02272727272727E-02,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2/14/2012 8:36:32 AM,CLARK3,0,318
129,Auburn St,1C,Charlestown,12:00,16:00,Odd,Main St,Bunker Hill St,0.132007575757576,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2/14/2012 8:36:32 AM,AUBUR1,0,697
